web-scraper-order,web-scraper-start-url,categories,categories-href,subcat,subcat-href,products,products-href,name_product,price_euro,unit,Attributes,ingridients,cat_name,sub_cat_name,price_cent,weight,kcal
"1675701118-463","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Feestje, gelegenheid","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/feestje-gelegenheid","1.998 stuks","https://www.ah.nl/producten/product/wi514513/ah-bakje-smile","AH Bakje smile","1","8 stuks","Papier en/of hout van gecertificeerde herkomst","null","Koken, tafelen, vrije tijd","Feestje, gelegenheid","99","8 Aantal","null"
"1675701120-464","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Feestje, gelegenheid","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/feestje-gelegenheid","0.95100 stuks","https://www.ah.nl/producten/product/wi473600/ah-houten-roerstaafjes","AH Houten roerstaafjes","0","100 stuks","Papier en/of hout van gecertificeerde herkomst","null","Koken, tafelen, vrije tijd","Feestje, gelegenheid","95","100 Aantal","null"
"1675701123-465","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Feestje, gelegenheid","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/feestje-gelegenheid","1.3950 stuks","https://www.ah.nl/producten/product/wi457675/ah-kartonnen-rietjes","AH Kartonnen rietjes","1","50 stuks","","null","Koken, tafelen, vrije tijd","Feestje, gelegenheid","39","50 Stuks (piece)","null"
"1675701124-466","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Feestje, gelegenheid","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/feestje-gelegenheid","1.1920 stuks","https://www.ah.nl/producten/product/wi473599/ah-houten-mes","AH Houten mes","1","20 stuks","Papier en/of hout van gecertificeerde herkomst","null","Koken, tafelen, vrije tijd","Feestje, gelegenheid","19","20 Aantal","null"
"1675701127-467","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Feestje, gelegenheid","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/feestje-gelegenheid","2.1915 stuks","https://www.ah.nl/producten/product/wi434996/ah-party-cups","AH Party cups","2","15 stuks","","null","Koken, tafelen, vrije tijd","Feestje, gelegenheid","19","15 Aantal","null"
"1675701129-468","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Feestje, gelegenheid","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/feestje-gelegenheid","0.99100 stuks","https://www.ah.nl/producten/product/wi414011/ah-sateprikkers-bamboe-20cm","AH Sateprikkers bamboe 20cm","0","100 stuks","","null","Koken, tafelen, vrije tijd","Feestje, gelegenheid","99","100 Aantal","null"
"1675701131-469","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Feestje, gelegenheid","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/feestje-gelegenheid","1.593 rollen","https://www.ah.nl/producten/product/wi212958/hoomark-3-pak-inpakpapier","Hoomark 3-pak Inpakpapier","1","3 rollen","","null","Koken, tafelen, vrije tijd","Feestje, gelegenheid","59","3 Stuks (piece)","null"
"1675701133-470","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Feestje, gelegenheid","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/feestje-gelegenheid","2.4910 stuks","https://www.ah.nl/producten/product/wi225996/ah-wijnglas-facet","AH Wijnglas facet","2","10 stuks","","null","Koken, tafelen, vrije tijd","Feestje, gelegenheid","49","null","null"
"1675701135-471","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Feestje, gelegenheid","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/feestje-gelegenheid","1.1920 stuks","https://www.ah.nl/producten/product/wi473597/ah-houten-vork","AH Houten vork","1","20 stuks","Papier en/of hout van gecertificeerde herkomst","null","Koken, tafelen, vrije tijd","Feestje, gelegenheid","19","20 Aantal","null"
"1675701137-472","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Feestje, gelegenheid","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/feestje-gelegenheid","1.2920 stuks","https://www.ah.nl/producten/product/wi434869/ah-gebaksbord-15-cm","AH Gebaksbord 15 cm","1","20 stuks","Papier en/of hout van gecertificeerde herkomst","voor eenmalig gebruik","Koken, tafelen, vrije tijd","Feestje, gelegenheid","29","20 Aantal","null"
"1675701140-473","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Feestje, gelegenheid","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/feestje-gelegenheid","1.292 stuks","https://www.ah.nl/producten/product/wi413922/ah-cocktailprikkers-200-stuks","AH Cocktailprikkers 200 stuks","1","2 stuks","","null","Koken, tafelen, vrije tijd","Feestje, gelegenheid","29","400 Aantal","null"
"1675701142-474","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Feestje, gelegenheid","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/feestje-gelegenheid","3.296 stuks","https://www.ah.nl/producten/product/wi206871/ah-champagneglas-plastic","AH Champagneglas plastic","3","6 stuks","","null","Koken, tafelen, vrije tijd","Feestje, gelegenheid","29","6 Aantal","null"
"1675701144-475","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Feestje, gelegenheid","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/feestje-gelegenheid","1.7920 stuks","https://www.ah.nl/producten/product/wi434870/ah-bord-23-cm","AH Bord 23 cm","1","20 stuks","","null","Koken, tafelen, vrije tijd","Feestje, gelegenheid","79","20 Stuks (piece)","null"
"1675701146-476","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Feestje, gelegenheid","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/feestje-gelegenheid","1.9950 stuks","https://www.ah.nl/producten/product/wi413935/ah-tapasprikkers-18-cm","AH Tapasprikkers 18 cm","1","50 stuks","","null","Koken, tafelen, vrije tijd","Feestje, gelegenheid","99","50 Aantal","null"
"1675701148-477","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Feestje, gelegenheid","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/feestje-gelegenheid","1.6530 stuks","https://www.ah.nl/producten/product/wi475849/ah-kartonnen-beker-wit","AH Kartonnen beker wit","1","30 stuks","Papier en/of hout van gecertificeerde herkomst","null","Koken, tafelen, vrije tijd","Feestje, gelegenheid","65","30 Aantal","null"
"1675701153-478","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Koken","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/koken","2.991 l","https://www.ah.nl/producten/product/wi434995/farmlight-aanmaakgel-bio","Farmlight Aanmaakgel bio","2","1 lPrijs per LT € 2,99","Ontvlambaar","Beschermende handschoenen/beschermende kleding/
oogbescherming/gelaatsbescherming dragen.","Koken, tafelen, vrije tijd","Koken","99","1 Liter","null"
"1675701153-479","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Koken","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/koken","2.991 l","https://www.ah.nl/producten/product/wi434995/farmlight-aanmaakgel-bio","Farmlight Aanmaakgel bio","2","1 lPrijs per LT € 2,99","Schadelijk (irritatie, bij inademen)","Beschermende handschoenen/beschermende kleding/
oogbescherming/gelaatsbescherming dragen.","Koken, tafelen, vrije tijd","Koken","99","1 Liter","null"
"1675701156-480","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Koken","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/koken","1.792 stuks","https://www.ah.nl/producten/product/wi413942/ah-beukenhouten-pollepels","AH Beukenhouten pollepels","1","2 stuks","Papier en/of hout van gecertificeerde herkomst","null","Koken, tafelen, vrije tijd","Koken","79","2 Aantal","null"
"1675701158-481","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Koken","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/koken","1.9920 stuks","https://www.ah.nl/producten/product/wi514491/ah-servet-panter-33cm","AH Servet panter 33cm","1","20 stuks","Papier en/of hout van gecertificeerde herkomst","null","Koken, tafelen, vrije tijd","Koken","99","20 Aantal","null"
"1675701160-482","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Koken","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/koken","2.494 stuks","https://www.ah.nl/producten/product/wi413816/ah-bewaardoos-0-25ltr-vierkant","AH Bewaardoos 0.25ltr vierkant","2","4 stuks","","null","Koken, tafelen, vrije tijd","Koken","49","4 Aantal","null"
"1675701163-483","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Koken","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/koken","1.9920 stuks","https://www.ah.nl/producten/product/wi514511/ah-servet-smile-33cm","AH Servet smile 33cm","1","20 stuks","Papier en/of hout van gecertificeerde herkomst","null","Koken, tafelen, vrije tijd","Koken","99","20 Aantal","null"
"1675701165-484","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Koken","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/koken","2.994 stuks","https://www.ah.nl/producten/product/wi413815/ah-bewaardoos-0-45ltr-vierkant","AH Bewaardoos 0.45ltr vierkant","2","4 stuks","","null","Koken, tafelen, vrije tijd","Koken","99","4 Aantal","null"
"1675701167-485","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Koken","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/koken","3.293 stuks","https://www.ah.nl/producten/product/wi413813/ah-bewaardoos-1-2-l-vierkant","AH Bewaardoos 1,2 l vierkant","3","3 stuks","","null","Koken, tafelen, vrije tijd","Koken","29","3 Aantal","null"
"1675701169-486","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Koken","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/koken","1.79100 stuks","https://www.ah.nl/producten/product/wi436005/ah-papieren-cupcake-vorm","AH Papieren cupcake vorm","1","100 stuks","","null","Koken, tafelen, vrije tijd","Koken","79","100 Aantal","null"
"1675701171-487","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Koken","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/koken","1.49per stuk","https://www.ah.nl/producten/product/wi413907/ah-spuitzak-met-3-kunststofmondjes","AH Spuitzak met 3 kunststofmondjes","1","per stuk","","null","Koken, tafelen, vrije tijd","Koken","49","1 Aantal","null"
"1675701174-488","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Koken","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/koken","1.6920 stuks","https://www.ah.nl/producten/product/wi514529/ah-servet-earthy-champ","AH Servet earthy champ","1","20 stuks","Papier en/of hout van gecertificeerde herkomst","null","Koken, tafelen, vrije tijd","Koken","69","20 Aantal","null"
"1675701176-489","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Koken","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/koken","1.6920 stuks","https://www.ah.nl/producten/product/wi514606/ah-servet-donkerblauw","AH Servet donkerblauw","1","20 stuks","Papier en/of hout van gecertificeerde herkomst","null","Koken, tafelen, vrije tijd","Koken","69","20 Aantal","null"
"1675701178-490","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Koken","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/koken","1.2920 stuks","https://www.ah.nl/producten/product/wi191755/ah-servetten-wit-3-laags","AH Servetten wit 3-laags","1","20 stuks","Papier en/of hout van gecertificeerde herkomst","null","Koken, tafelen, vrije tijd","Koken","29","20 Aantal","null"
"1675701180-491","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Koken","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/koken","1.2972 stuks","https://www.ah.nl/producten/product/wi410428/ah-aanmaakblokjes-zak","AH Aanmaakblokjes zak","1","72 stuks","","null","Koken, tafelen, vrije tijd","Koken","29","1 Stuks (piece)","null"
"1675701182-492","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Koken","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/koken","1.1932 stuks","https://www.ah.nl/producten/product/wi2847/ah-aanmaakblokjes-wit","AH Aanmaakblokjes wit","1","32 stuks","","WAARSCHUWING","Koken, tafelen, vrije tijd","Koken","19","32 Aantal","null"
"1675701185-493","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Koken","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/koken","1.9950 stuks","https://www.ah.nl/producten/product/wi624/ah-servetten-2-laags-33x33-cm-wit","AH Servetten 2-laags 33x33 cm wit","1","50 stuks","Papier en/of hout van gecertificeerde herkomst","null","Koken, tafelen, vrije tijd","Koken","99","50 Aantal","null"
"1675701187-494","https://www.ah.nl/producten","","https://www.ah.nl/producten/koken-tafelen-vrije-tijd","Koken","https://www.ah.nl/producten/koken-tafelen-vrije-tijd/koken","0.99100 stuks","https://www.ah.nl/producten/product/wi490282/ah-servet-wit-1-laags","AH Servet wit 1 laags","0","100 stuks","Papier en/of hout van gecertificeerde herkomst","null","Koken, tafelen, vrije tijd","Koken","99","100 Aantal","null"
"1675701195-495","https://www.ah.nl/producten","","https://www.ah.nl/producten/huisdier","Knaagdieren","https://www.ah.nl/producten/huisdier/knaagdieren","3.99168 g","https://www.ah.nl/producten/product/wi413336/vitakraft-krcker-mix-knaagdier-honig-gemus-citrus","Vitakraft Krcker mix knaagdier honig gemus citrus","3","168 gPrijs per KG € 23,75","","null","Huisdier","Knaagdieren","99","168 Gram","null"
"1675701197-496","https://www.ah.nl/producten","","https://www.ah.nl/producten/huisdier","Knaagdieren","https://www.ah.nl/producten/huisdier/knaagdieren","1.5515 l","https://www.ah.nl/producten/product/wi413323/vitakraft-houtvezel-voor-kleine-dieren","Vitakraft Houtvezel voor kleine dieren","1","15 lPrijs per LT € 0,10","","null","Huisdier","Knaagdieren","55","15 Liter","null"
"1675701199-497","https://www.ah.nl/producten","","https://www.ah.nl/producten/huisdier","Knaagdieren","https://www.ah.nl/producten/huisdier/knaagdieren","1.991 kg","https://www.ah.nl/producten/product/wi199425/vitakraft-comfort-golden-natuurlijk-stro","Vitakraft Comfort golden natuurlijk stro","1","1 kgPrijs per KG € 1,99","","null","Huisdier","Knaagdieren","99","1 Kilogram","null"
"1675701202-498","https://www.ah.nl/producten","","https://www.ah.nl/producten/huisdier","Knaagdieren","https://www.ah.nl/producten/huisdier/knaagdieren","2.69400 g","https://www.ah.nl/producten/product/wi199437/vitakraft-menu-vital-hamster","Vitakraft Menu vital hamster","2","400 gPrijs per KG € 6,73","","null","Huisdier","Knaagdieren","69","400 Gram","null"
"1675701204-499","https://www.ah.nl/producten","","https://www.ah.nl/producten/huisdier","Knaagdieren","https://www.ah.nl/producten/huisdier/knaagdieren","4.093 stuks","https://www.ah.nl/producten/product/wi199345/vitakraft-kracker-konijn-groente-noten-bosbessen","Vitakraft Kracker konijn groente noten bosbessen","4","3 stuksPrijs per KG € 24,35","","null","Huisdier","Knaagdieren","09","168 Gram","null"
"1675701207-500","https://www.ah.nl/producten","","https://www.ah.nl/producten/huisdier","Knaagdieren","https://www.ah.nl/producten/huisdier/knaagdieren","4.091 kg","https://www.ah.nl/producten/product/wi413307/vitakraft-menu-vital-cavia","Vitakraft Menu vital cavia","4","1 kgPrijs per KG € 4,09","","null","Huisdier","Knaagdieren","09","1 Kilogram","null"
"1675701211-501","https://www.ah.nl/producten","","https://www.ah.nl/producten/huisdier","Knaagdieren","https://www.ah.nl/producten/huisdier/knaagdieren","4.651 kg","https://www.ah.nl/producten/product/wi199469/vitakraft-menu-vital-dwergkonijnen","Vitakraft Menu vital dwergkonijnen","4","1 kgPrijs per KG € 4,65","","null","Huisdier","Knaagdieren","65","1 Kilogram","null"
"1675701214-502","https://www.ah.nl/producten","","https://www.ah.nl/producten/huisdier","Knaagdieren","https://www.ah.nl/producten/huisdier/knaagdieren","2.191 kg","https://www.ah.nl/producten/product/wi199426/vitakraft-alpen-weidehooi","Vitakraft Alpen weidehooi","2","1 kgPrijs per KG € 2,19","","null","Huisdier","Knaagdieren","19","1 Kilogram","null"
"1675701221-503","https://www.ah.nl/producten","","https://www.ah.nl/producten/huisdier","Katten","https://www.ah.nl/producten/huisdier/katten","5.69750 g","https://www.ah.nl/producten/product/wi407151/perfect-fit-adult-1-zalm","Perfect fit Adult 1+ zalm","5","750 gPrijs per KG € 7,59","Groene Punt","null","Huisdier","Katten","69","750 Gram","null"
"1675701223-504","https://www.ah.nl/producten","","https://www.ah.nl/producten/huisdier","Katten","https://www.ah.nl/producten/huisdier/katten","0.7585 g","https://www.ah.nl/producten/product/wi514153/sheba-finesse-mousse-zachte-pate-zalm","Sheba Finesse mousse-zachte pate zalm","0","85 gPrijs per KG € 8,82","Groene Punt","null","Huisdier","Katten","75","85 Gram","null"
"1675701225-505","https://www.ah.nl/producten","","https://www.ah.nl/producten/huisdier","Katten","https://www.ah.nl/producten/huisdier/katten","0.7585 g","https://www.ah.nl/producten/product/wi48162/gourmet-gold-mousse-met-rund","Gourmet Gold mousse met rund","0","85 gPrijs per KG € 8,82","Recyclebaar","Ingrediënten: Vlees en dierlijke bijproducten (57% waarvan rund 4%), mineralen, plantaardige bijproducten, suiker","Huisdier","Katten","75","85 Gram","null"
